year,country,average_temperature
1940,Lesotho,14.1305
1940,Liberia,25.909833333333335
1940,Libya,22.394000000000002
1940,Liechtenstein,3.4501666666666666
1940,Lithuania,4.05325
1940,Luxembourg,8.110833333333334
1940,Macau,22.9995
1940,Macedonia,9.372333333333334
1940,Madagascar,22.993333333333336
1940,Malawi,21.34991666666667
1940,Malaysia,26.055916666666665
1940,Mali,28.711083333333335
1940,Malta,17.933
1940,Martinique,26.516000000000002
1940,Mauritania,27.7165
1940,Mauritius,23.730500000000003
1940,Mayotte,26.647583333333333
1940,Mexico,20.755166666666664
1940,Moldova,7.4780000000000015
1940,Monaco,8.305916666666667
1940,Mongolia,-0.49458333333333354
1940,Montenegro,8.98775
1940,Montserrat,26.694916666666668
1940,Morocco,17.908583333333333
1940,Mozambique,23.70375
1940,Namibia,20.573666666666668
1940,Nepal,14.816833333333335
1940,Netherlands,8.415083333333333
1940,Netherlands (Europe),7.9830000000000005
1940,New Caledonia,22.55666666666667
1940,New Zealand,10.15725
1940,Nicaragua,26.152083333333334
1940,Niger,27.849083333333336
1940,Nigeria,27.077250000000003
1940,Niue,24.97525
1940,North America,2.916499999999999
1940,North Korea,6.8885
1940,Northern Mariana Islands,26.858500000000003
1940,Norway,-0.41374999999999984
1940,Oceania,21.496916666666667
1940,Oman,26.866333333333333
1940,Pakistan,20.902583333333336
1940,Palau,27.021833333333333
1940,Palestina,23.113
1940,Palmyra Atoll,27.634833333333333
1940,Panama,26.9355
1940,Papua New Guinea,24.34975
1940,Paraguay,23.472583333333333
1940,Peru,20.37241666666667
1940,Philippines,26.419416666666667
1940,Poland,5.5352500000000004
1940,Portugal,14.862416666666666
1940,Puerto Rico,25.75491666666667
1940,Qatar,26.928416666666667
1940,Reunion,23.5055
1940,Romania,7.0945
1940,Russia,-5.628416666666666
1940,Rwanda,19.414
1940,Saint Barthélemy,26.828666666666667
1940,Saint Kitts And Nevis,26.150333333333332
1940,Saint Lucia,27.0895
1940,Saint Martin,26.828666666666667
1940,Saint Pierre And Miquelon,4.736833333333333
1940,Saint Vincent And The Grenadines,27.249166666666667
1940,Samoa,26.436166666666665
1940,San Marino,12.75125
1940,Sao Tome And Principe,25.9485
1940,Saudi Arabia,25.7995
1940,Senegal,28.044833333333333
1940,Serbia,8.5015
1940,Seychelles,26.914583333333336
1940,Sierra Leone,26.485333333333333
1940,Singapore,26.86266666666667
1940,Sint Maarten,26.828666666666667
1940,Slovakia,5.576083333333333
1940,Slovenia,8.197916666666666
1940,Solomon Islands,26.441583333333337
1940,Somalia,27.14125
1940,South Africa,17.598583333333334
1940,South America,22.162499999999998
1940,South Georgia And The South Sandwich Isla,1.9739166666666668
1940,South Korea,11.7795
1940,Spain,13.665416666666667
1940,Sri Lanka,27.2595
1940,Sudan,27.420833333333334
1940,Suriname,26.681083333333333
1940,Svalbard And Jan Mayen,-7.083333333333333
1940,Swaziland,19.091916666666666
1940,Sweden,1.2839166666666666
1940,Switzerland,5.984333333333333
1940,Syria,18.37525
1940,Taiwan,21.81925
1940,Tajikistan,4.999
1940,Tanzania,22.39108333333333
1940,Thailand,26.263666666666666
1940,Timor Leste,25.282666666666668
1940,Togo,27.287666666666667
1940,Tonga,22.904666666666667
1940,Trinidad And Tobago,26.669750000000004
1940,Tunisia,19.736500000000003
1940,Turkey,12.007916666666668
1940,Turkmenistan,15.878250000000001
1940,Turks And Caicas Islands,26.87066666666667
1940,Uganda,23.226916666666668
1940,Ukraine,6.458749999999999
1940,United Arab Emirates,27.6875
1940,United Kingdom,8.38625
1940,United Kingdom (Europe),8.496333333333334
1940,United States,9.097166666666668
1940,Uruguay,17.369
1940,Uzbekistan,13.414833333333334
1940,Venezuela,25.626166666666666
1940,Vietnam,23.91025
1940,Virgin Islands,26.55725
1940,Western Sahara,22.586166666666667
1940,Yemen,26.3545
1940,Zambia,21.19483333333333
1940,Zimbabwe,21.168000000000003
1940,Åland,3.8964166666666666
1941,Afghanistan,15.502749999999999
1941,Africa,24.630666666666666
1941,Albania,12.055583333333333
1941,Algeria,23.443416666666668
1941,American Samoa,26.995416666666667
1941,Andorra,10.624083333333333
1941,Angola,22.307916666666667
1941,Anguilla,27.09
1941,Antigua And Barbuda,26.918000000000003
1941,Argentina,14.452333333333334
1941,Armenia,9.00775
1941,Aruba,28.64725
1941,Asia,7.429833333333334
1941,Australia,21.36283333333333
1941,Austria,5.272833333333334
1941,Azerbaijan,11.621416666666667
1941,Bahamas,25.32575
1941,Bahrain,26.060750000000002
1941,Baker Island,26.080916666666667
1941,Bangladesh,25.239583333333332
1941,Barbados,27.058333333333334
1941,Belarus,3.789583333333333
1941,Belgium,8.9755
1941,Belize,25.532750000000004
1941,Benin,28.034750000000003
1941,Bhutan,12.196416666666666
1941,Bolivia,21.359416666666664
1941,"Bonaire, Saint Eustatius And Saba",27.835333333333335
1941,Bosnia And Herzegovina,9.602666666666666
1941,Botswana,22.511416666666666
1941,Brazil,25.196250000000003
1941,British Virgin Islands,26.859166666666667
1941,Bulgaria,9.913166666666667
1941,Burkina Faso,28.771916666666666
1941,Burma,24.070999999999998
1941,Burundi,20.646
1941,Cambodia,27.5945
1941,Cameroon,25.105500000000003
1941,Canada,-4.417333333333334
1941,Cape Verde,24.13575
1941,Cayman Islands,27.13925
1941,Central African Republic,26.019500000000004
1941,Chad,28.066333333333333
1941,Chile,9.572833333333334
1941,China,7.3455
1941,Christmas Island,26.23966666666667
1941,Colombia,25.54525
1941,Comoros,26.048333333333332
1941,Congo,25.025750000000002
1941,Congo (Democratic Republic Of The),24.26725
1941,Costa Rica,26.3395
1941,Croatia,10.449666666666667
1941,Cuba,25.7555
1941,Curaçao,28.050666666666668
1941,Cyprus,19.317583333333335
1941,Czech Republic,6.50075
1941,Côte D'Ivoire,26.53525
1941,Denmark,-16.629083333333334
1941,Denmark (Europe),6.62775
1941,Djibouti,29.428833333333333
1941,Dominica,26.646916666666666
1941,Dominican Republic,26.09183333333333
1941,Ecuador,22.536416666666668
1941,Egypt,23.228416666666664
1941,El Salvador,25.3225
1941,Equatorial Guinea,25.582583333333332
1941,Eritrea,27.313000000000002
1941,Estonia,2.549583333333333
1941,Ethiopia,23.489833333333333
1941,Europe,6.867916666666667
1941,Falkland Islands (Islas Malvinas),6.4785
1941,Faroe Islands,7.084499999999999
1941,Federated States Of Micronesia,27.076666666666668
1941,Fiji,25.241
1941,Finland,-0.6980833333333338
1941,France,12.32625
1941,France (Europe),9.75775
1941,French Guiana,26.2135
1941,French Polynesia,26.42475
1941,Gabon,24.828833333333336
1941,Gambia,27.880166666666668
1941,Gaza Strip,19.824166666666667
1941,Georgia,8.22625
1941,Germany,7.139583333333333
1941,Ghana,27.390249999999998
1941,Greece,14.60825
1941,Greenland,-17.10775
1941,Grenada,27.31941666666667
1941,Guadeloupe,26.821
1941,Guam,27.098250000000004
1941,Guatemala,23.50475
1941,Guernsey,10.40925
1941,Guinea,25.898666666666667
1941,Guinea Bissau,27.1065
1941,Guyana,26.415583333333334
1941,Haiti,26.87375
1941,Honduras,25.252166666666668
1941,Hong Kong,23.26375
1941,Hungary,8.700416666666667
1941,Iceland,2.8835
1941,India,24.67425
1941,Indonesia,26.021333333333335
1941,Iran,18.41241666666667
1941,Iraq,22.0975
1941,Ireland,9.313833333333333
1941,Isle Of Man,9.155916666666668
1941,Israel,20.186
1941,Italy,12.045666666666667
1941,Jamaica,26.64691666666667
1941,Japan,11.9185
1941,Jersey,10.40925
1941,Jordan,19.8275
1941,Kazakhstan,5.4675
1941,Kenya,24.446250000000003
1941,Kingman Reef,27.787583333333334
1941,Kiribati,27.435083333333335
1941,Kuwait,25.244
1941,Kyrgyzstan,4.892916666666667
1941,Laos,24.41016666666667
1941,Latvia,3.1449999999999996
1941,Lebanon,18.272666666666666
1941,Lesotho,14.305166666666667
1941,Liberia,25.90341666666667
1941,Libya,22.81358333333333
1941,Liechtenstein,3.7960833333333333
1941,Lithuania,3.8705
1941,Luxembourg,8.55825
1941,Macau,23.039833333333334
1941,Macedonia,9.83525
1941,Madagascar,23.034333333333333
1941,Malawi,21.801833333333335
1941,Malaysia,26.539083333333334
1941,Mali,29.11475
1941,Malta,18.2825
1941,Martinique,26.646916666666666
1941,Mauritania,27.967833333333335
1941,Mauritius,23.820083333333333
1941,Mayotte,26.64333333333333
1941,Mexico,20.762249999999998
1941,Moldova,7.772000000000001
1941,Monaco,8.173583333333333
1941,Mongolia,-0.2599166666666668
1941,Montenegro,9.458583333333333
1941,Montserrat,26.863416666666666
1941,Morocco,17.902916666666666
1941,Mozambique,24.092583333333334
1941,Namibia,21.275666666666666
1941,Nepal,15.628500000000003
1941,Netherlands,8.892166666666666
1941,Netherlands (Europe),8.468583333333333
1941,New Caledonia,22.709416666666666
1941,New Zealand,10.126333333333333
1941,Nicaragua,26.604
1941,Niger,28.548333333333336
1941,Nigeria,27.618666666666666
1941,Niue,25.246166666666667
1941,North America,2.806166666666666
1941,North Korea,6.689166666666666
1941,Northern Mariana Islands,27.098250000000004
1941,Norway,-0.7344999999999997
1941,Oceania,21.19875
1941,Oman,27.167416666666668
1941,Pakistan,21.71083333333333
1941,Palau,27.14925
1941,Palestina,23.32641666666667
1941,Palmyra Atoll,27.813583333333337
1941,Panama,27.12908333333333
1941,Papua New Guinea,24.16025
1941,Paraguay,23.07375
1941,Peru,20.59991666666667
1941,Philippines,26.787583333333334
1941,Poland,5.899249999999999
1941,Portugal,14.537666666666667
1941,Puerto Rico,25.914666666666665
1941,Qatar,26.9425
1941,Reunion,23.62425
1941,Romania,7.794083333333333
1941,Russia,-6.476666666666667
1941,Rwanda,19.824083333333334
1941,Saint Barthélemy,27.09
1941,Saint Kitts And Nevis,26.374416666666665
1941,Saint Lucia,27.25391666666667
1941,Saint Martin,27.09
1941,Saint Pierre And Miquelon,3.822416666666667
1941,Saint Vincent And The Grenadines,27.389333333333337
1941,Samoa,26.69483333333333
1941,San Marino,12.995083333333334
1941,Sao Tome And Principe,26.36975
1941,Saudi Arabia,25.76875
1941,Senegal,28.248333333333335
1941,Serbia,9.199083333333332
1941,Seychelles,27.022583333333333
1941,Sierra Leone,26.46225
1941,Singapore,27.278750000000002
1941,Sint Maarten,27.09
1941,Slovakia,6.346916666666668
1941,Slovenia,8.725000000000001
1941,Solomon Islands,26.434749999999998
1941,Somalia,27.264166666666668
1941,South Africa,17.73175
1941,South America,22.202166666666667
1941,South Georgia And The South Sandwich Isla,1.1080833333333333
1941,South Korea,11.903500000000001
1941,Spain,13.257916666666667
1941,Sri Lanka,27.488249999999997
1941,Sudan,27.640333333333334
1941,Suriname,26.659333333333336
1941,Svalbard And Jan Mayen,-8.05025
1941,Swaziland,19.724666666666668
1941,Sweden,1.0706666666666667
1941,Switzerland,6.17175
1941,Syria,18.38725
1941,Taiwan,22.56641666666667
1941,Tajikistan,5.437583333333333
1941,Tanzania,22.74291666666667
1941,Thailand,26.8995
1941,Timor Leste,25.808666666666667
1941,Togo,27.642
1941,Tonga,23.308083333333332
1941,Trinidad And Tobago,26.705916666666667
1941,Tunisia,19.884916666666665
1941,Turkey,11.730833333333335
1941,Turkmenistan,16.18316666666667
1941,Turks And Caicas Islands,27.14375
1941,Uganda,23.474999999999998
1941,Ukraine,6.318083333333333
1941,United Arab Emirates,28.001083333333337
1941,United Kingdom,8.276583333333333
1941,United Kingdom (Europe),8.398
1941,United States,9.266083333333333
1941,Uruguay,16.824416666666668
1941,Uzbekistan,13.67375
1941,Venezuela,25.764333333333337
1941,Vietnam,24.466583333333332
1941,Virgin Islands,26.859166666666667
1941,Western Sahara,22.527083333333334
1941,Yemen,26.65008333333333
1941,Zambia,21.590833333333336
1941,Zimbabwe,21.608083333333337
1941,Åland,3.518416666666667
1942,Afghanistan,14.451166666666667
1942,Africa,24.447166666666664
1942,Albania,12.306
1942,Algeria,23.610166666666668
1942,American Samoa,26.69225
1942,Andorra,11.30375
1942,Angola,21.892083333333332
1942,Anguilla,26.999666666666666
1942,Antigua And Barbuda,26.833083333333335
1942,Argentina,14.408333333333333
1942,Armenia,8.610166666666666
1942,Aruba,28.57375
1942,Asia,7.537
1942,Australia,21.926416666666668
1942,Austria,5.67125
1942,Azerbaijan,11.13825
1942,Bahamas,25.345
1942,Bahrain,26.269166666666667
1942,Baker Island,25.72575
1942,Bangladesh,25.197583333333338
1942,Barbados,26.883583333333334
1942,Belarus,3.7781666666666673
1942,Belgium,8.922083333333333
1942,Belize,25.131083333333333
1942,Benin,27.724666666666668
1942,Bhutan,12.229666666666667
1942,Bolivia,20.793666666666667
1942,"Bonaire, Saint Eustatius And Saba",27.82558333333333
1942,Bosnia And Herzegovina,9.961916666666667
1942,Botswana,22.367333333333335
1942,Brazil,24.879083333333337
1942,British Virgin Islands,26.76725
1942,Bulgaria,9.691
1942,Burkina Faso,28.467416666666665
1942,Burma,24.181083333333333
1942,Burundi,20.110333333333333
1942,Cambodia,26.872583333333335
1942,Cameroon,24.958833333333335
1942,Canada,-4.302833333333333
1942,Cape Verde,23.99891666666667
1942,Cayman Islands,26.992250000000002
1942,Central African Republic,25.941083333333335
1942,Chad,27.8865
1942,Chile,9.350416666666666
1942,China,7.096
1942,Christmas Island,26.014166666666668
1942,Colombia,25.15825
1942,Comoros,25.74383333333333
1942,Congo,24.958083333333335
1942,Congo (Democratic Republic Of The),24.077083333333334
1942,Costa Rica,25.816666666666666
1942,Croatia,10.870416666666666
1942,Cuba,25.734166666666667
1942,Curaçao,28.04625
1942,Cyprus,18.947333333333333
1942,Czech Republic,6.735
1942,Côte D'Ivoire,26.035916666666665
1942,Denmark,-17.117333333333335
1942,Denmark (Europe),6.3705
1942,Djibouti,29.222583333333333
1942,Dominica,26.521333333333335
1942,Dominican Republic,26.017833333333332
1942,Ecuador,21.985500000000002
1942,Egypt,23.02125
1942,El Salvador,25.162666666666667
1942,Equatorial Guinea,25.357833333333332
1942,Eritrea,27.202
1942,Estonia,2.7725833333333334
1942,Ethiopia,23.2865
1942,Europe,7.0064166666666665
1942,Falkland Islands (Islas Malvinas),6.1855
1942,Faroe Islands,6.80575
1942,Federated States Of Micronesia,26.95566666666667
1942,Fiji,24.977833333333336
1942,Finland,-0.09308333333333334
1942,France,12.685166666666667
1942,France (Europe),10.205583333333333
1942,French Guiana,26.045666666666666
1942,French Polynesia,26.230999999999998
1942,Gabon,24.68841666666667
1942,Gambia,27.55966666666667
1942,Gaza Strip,19.462833333333332
1942,Georgia,7.83625
1942,Germany,7.238499999999999
1942,Ghana,27.01125
1942,Greece,14.548666666666668
1942,Greenland,-17.60075
1942,Grenada,27.231166666666667
1942,Guadeloupe,26.729416666666665
1942,Guam,27.03675
1942,Guatemala,23.404749999999996
1942,Guernsey,10.596
1942,Guinea,25.6005
1942,Guinea Bissau,26.808583333333335
1942,Guyana,26.361166666666666
1942,Haiti,26.730166666666666
1942,Honduras,24.902749999999997
1942,Hong Kong,23.089416666666665
1942,Hungary,8.912166666666666
1942,Iceland,2.1903333333333332
1942,India,24.2105
1942,Indonesia,26.169916666666666
1942,Iran,18.025666666666666
1942,Iraq,22.117083333333337
1942,Ireland,9.483416666666667
1942,Isle Of Man,9.221416666666666
1942,Israel,19.90525
1942,Italy,12.798083333333333
1942,Jamaica,26.579583333333332
1942,Japan,12.002166666666668
1942,Jersey,10.596
1942,Jordan,19.612750000000002
1942,Kazakhstan,4.974083333333334
1942,Kenya,24.0715
1942,Kingman Reef,26.347416666666664
1942,Kiribati,25.88416666666667
1942,Kuwait,25.529666666666667
1942,Kyrgyzstan,3.578416666666667
1942,Laos,24.037000000000003
1942,Latvia,3.210750000000001
1942,Lebanon,17.89075
1942,Lesotho,13.872666666666666
1942,Liberia,25.449916666666667
1942,Libya,22.783916666666666
1942,Liechtenstein,4.280333333333333
1942,Lithuania,3.9531666666666663
1942,Luxembourg,8.61275
1942,Macau,22.89108333333333
1942,Macedonia,9.994
1942,Madagascar,22.68466666666667
1942,Malawi,21.636166666666668
1942,Malaysia,26.1895
1942,Mali,28.80441666666667
1942,Malta,18.766416666666668
1942,Martinique,26.521333333333335
1942,Mauritania,27.727333333333334
1942,Mauritius,23.507583333333333
1942,Mayotte,26.352083333333336
1942,Mexico,20.743583333333333
1942,Moldova,7.320166666666666
1942,Monaco,9.109416666666666
1942,Mongolia,-0.47850000000000037
1942,Montenegro,9.7965
1942,Montserrat,26.78025
1942,Morocco,17.917416666666668
1942,Mozambique,23.8165
1942,Namibia,20.65908333333333
1942,Nepal,15.260916666666668
1942,Netherlands,8.698666666666666
1942,Netherlands (Europe),8.271083333333333
1942,New Caledonia,23.185833333333335
1942,New Zealand,10.487833333333333
1942,Nicaragua,26.23566666666667
1942,Niger,28.267833333333332
1942,Nigeria,27.42491666666667
1942,Niue,25.185000000000002
1942,North America,2.662583333333333
1942,North Korea,6.819749999999999
1942,Northern Mariana Islands,27.03675
1942,Norway,-0.6725000000000003
1942,Oceania,21.765833333333333
1942,Oman,26.863583333333334
1942,Pakistan,20.900333333333332
1942,Palau,27.205166666666667
1942,Palestina,23.356333333333335
1942,Palmyra Atoll,26.403833333333335
1942,Panama,26.399416666666667
1942,Papua New Guinea,24.974500000000003
1942,Paraguay,22.684916666666666
1942,Peru,20.06875
1942,Philippines,26.596166666666672
1942,Poland,6.212416666666666
1942,Portugal,14.764416666666667
1942,Puerto Rico,25.985666666666663
1942,Qatar,27.083833333333335
1942,Reunion,23.24508333333333
1942,Romania,7.636666666666667
1942,Russia,-5.604666666666667
1942,Rwanda,19.288666666666668
1942,Saint Barthélemy,26.999666666666666
1942,Saint Kitts And Nevis,26.285666666666668
1942,Saint Lucia,27.096
1942,Saint Martin,26.999666666666666
1942,Saint Pierre And Miquelon,5.230166666666666
1942,Saint Vincent And The Grenadines,27.26516666666667
1942,Samoa,26.394416666666668
1942,San Marino,13.767166666666666
1942,Sao Tome And Principe,26.170833333333334
1942,Saudi Arabia,25.836166666666667
1942,Senegal,27.956916666666668
1942,Serbia,9.3915
1942,Seychelles,26.832583333333332
1942,Sierra Leone,26.223333333333333
1942,Singapore,26.916583333333335
1942,Sint Maarten,26.999666666666666
1942,Slovakia,6.652833333333334
1942,Slovenia,9.246083333333333
1942,Solomon Islands,26.793583333333334
1942,Somalia,27.053250000000002
1942,South Africa,17.53075
1942,South America,21.910666666666668
1942,South Georgia And The South Sandwich Isla,1.052
1942,South Korea,11.9655
1942,Spain,13.767083333333334
1942,Sri Lanka,27.266000000000002
1942,Sudan,27.612333333333336
1942,Suriname,26.532
1942,Svalbard And Jan Mayen,-7.0633333333333335
1942,Swaziland,19.09575
1942,Sweden,0.9480833333333333
1942,Switzerland,6.802499999999999
1942,Syria,18.17175
1942,Taiwan,22.375833333333333
1942,Tajikistan,4.485
1942,Tanzania,22.238333333333333
1942,Thailand,26.383583333333334
1942,Timor Leste,26.876500000000004
1942,Togo,27.305333333333333
1942,Tonga,23.295916666666667
1942,Trinidad And Tobago,26.65116666666667
1942,Tunisia,20.4255
1942,Turkey,11.554083333333333
1942,Turkmenistan,15.176583333333333
1942,Turks And Caicas Islands,27.058333333333334
1942,Uganda,23.15325
1942,Ukraine,5.811166666666666
1942,United Arab Emirates,27.91025
1942,United Kingdom,8.3165
1942,United Kingdom (Europe),8.45575
1942,United States,8.919333333333332
1942,Uruguay,17.1005
1942,Uzbekistan,12.626333333333333
1942,Venezuela,25.604833333333332
1942,Vietnam,24.077333333333332
1942,Virgin Islands,26.76725
1942,Western Sahara,22.323333333333334
1942,Yemen,26.556250000000002
1942,Zambia,21.551416666666668
1942,Zimbabwe,21.60875
1942,Åland,3.353666666666667
1943,Afghanistan,13.707833333333333
1943,Africa,24.009249999999998
1943,Albania,13.197249999999999
1943,Algeria,23.03333333333333
1943,American Samoa,26.607583333333334
1943,Andorra,12.060833333333333
1943,Angola,21.676833333333335
1943,Anguilla,26.541833333333333
1943,Antigua And Barbuda,26.352249999999998
1943,Argentina,14.9035
1943,Armenia,8.580916666666667
1943,Aruba,27.948916666666666
1943,Asia,7.866500000000001
1943,Australia,21.31716666666667
1943,Austria,6.9055
1943,Azerbaijan,11.062583333333334
1943,Bahamas,25.038166666666665
1943,Bahrain,25.64691666666667
1943,Baker Island,25.1755
1943,Bangladesh,24.970083333333335
1943,Barbados,26.41125
1943,Belarus,6.406
1943,Belgium,10.228083333333332
1943,Belize,24.961249999999996
1943,Benin,27.218083333333336
1943,Bhutan,11.926083333333333
1943,Bolivia,20.67725
1943,"Bonaire, Saint Eustatius And Saba",27.221083333333336
1943,Bosnia And Herzegovina,11.18875
1943,Botswana,21.858249999999998
1943,Brazil,24.55841666666667
1943,British Virgin Islands,26.248333333333335
1943,Bulgaria,10.482916666666666
1943,Burkina Faso,28.06025
1943,Burma,23.840333333333334
1943,Burundi,20.10325
1943,Cambodia,26.361500000000003
1943,Cameroon,24.3875
1943,Canada,-4.576083333333332
1943,Cape Verde,23.962500000000002
1943,Cayman Islands,26.731083333333334
1943,Central African Republic,25.33366666666667
1943,Chad,27.14925
1943,Chile,9.7385
1943,China,7.050916666666667
1943,Christmas Island,25.743416666666665
1943,Colombia,24.614416666666667
1943,Comoros,25.231333333333335
1943,Congo,24.436000000000003
1943,Congo (Democratic Republic Of The),23.806
1943,Costa Rica,25.539583333333336
1943,Croatia,12.066916666666666
1943,Cuba,25.368083333333335
1943,Curaçao,27.398833333333332
1943,Cyprus,18.832916666666666
1943,Czech Republic,8.2905
1943,Côte D'Ivoire,25.892500000000002
1943,Denmark,-18.28975
1943,Denmark (Europe),8.755833333333333
1943,Djibouti,28.834166666666665
1943,Dominica,26.036583333333336
1943,Dominican Republic,25.600083333333334
1943,Ecuador,21.881833333333333
1943,Egypt,22.6125
1943,El Salvador,24.959999999999997
1943,Equatorial Guinea,24.90575
1943,Eritrea,26.424916666666665
1943,Estonia,6.327666666666666
1943,Ethiopia,22.985500000000002
1943,Europe,8.571583333333335
1943,Falkland Islands (Islas Malvinas),6.948666666666667
1943,Faroe Islands,7.1825
1943,Federated States Of Micronesia,26.74083333333333
1943,Fiji,25.13225
1943,Finland,3.0898333333333334
1943,France,13.522916666666667
1943,France (Europe),11.313916666666666
1943,French Guiana,25.571250000000003
1943,French Polynesia,26.178166666666666
1943,Gabon,24.201166666666666
1943,Gambia,27.322
1943,Gaza Strip,19.040916666666668
1943,Georgia,8.056583333333334
1943,Germany,8.9215
1943,Ghana,26.71041666666667
1943,Greece,15.075916666666666
1943,Greenland,-18.846333333333334
1943,Grenada,26.786083333333334
1943,Guadeloupe,26.242
1943,Guam,26.69575
1943,Guatemala,23.050083333333333
1943,Guernsey,11.660583333333333
1943,Guinea,25.274583333333336
1943,Guinea Bissau,26.563833333333335
1943,Guyana,25.895750000000003
1943,Haiti,26.342833333333335
1943,Honduras,24.782
1943,Hong Kong,23.122500000000002
1943,Hungary,10.239416666666667
1943,Iceland,1.4136666666666666
1943,India,23.90516666666667
1943,Indonesia,25.5665
1943,Iran,17.262333333333334
1943,Iraq,21.59358333333333
1943,Ireland,10.05675
1943,Isle Of Man,9.998916666666666
1943,Israel,19.485666666666667
1943,Italy,13.693916666666667
1943,Jamaica,26.25225
1943,Japan,11.994833333333334
1943,Jersey,11.660583333333333
1943,Jordan,19.165333333333333
1943,Kazakhstan,4.694416666666667
1943,Kenya,24.130416666666665
1943,Kingman Reef,27.23075
1943,Kiribati,26.85966666666667
1943,Kuwait,24.83575
1943,Kyrgyzstan,3.1011666666666664
1943,Laos,23.54133333333333
1943,Latvia,6.528083333333334
1943,Lebanon,17.542416666666668
1943,Lesotho,13.082166666666666
1943,Liberia,25.234333333333336
1943,Libya,22.515333333333334
1943,Liechtenstein,5.563666666666666
1943,Lithuania,6.83475
1943,Luxembourg,9.926166666666667
1943,Macau,22.947333333333333
1943,Macedonia,10.80175
1943,Madagascar,22.36883333333333
1943,Malawi,21.315416666666668
1943,Malaysia,25.699916666666667
1943,Mali,28.076000000000004
1943,Malta,19.225916666666667
1943,Martinique,26.036583333333336
1943,Mauritania,27.288083333333333
1943,Mauritius,23.049750000000003
1943,Mayotte,25.784833333333335
1943,Mexico,20.750333333333334
1943,Moldova,9.036083333333334
1943,Monaco,10.105333333333332
1943,Mongolia,-0.4889999999999997
1943,Montenegro,10.908333333333333
1943,Montserrat,26.29225
1943,Morocco,17.658166666666666
1943,Mozambique,23.432833333333335
1943,Namibia,20.411083333333334
1943,Nepal,15.011249999999999
1943,Netherlands,10.211583333333333
1943,Netherlands (Europe),9.831666666666667
1943,New Caledonia,22.783416666666668
1943,New Zealand,10.200916666666666
1943,Nicaragua,26.089333333333332
1943,Niger,27.432000000000002
1943,Nigeria,26.82825
1943,Niue,25.216916666666666
1943,North America,2.4659999999999997
1943,North Korea,7.398333333333333
1943,Northern Mariana Islands,26.69575
1943,Norway,0.9686666666666666
1943,Oceania,21.168333333333333
1943,Oman,26.80125
1943,Pakistan,20.627916666666668
1943,Palau,27.00125
1943,Palestina,23.06725
1943,Palmyra Atoll,27.2495
1943,Panama,26.134249999999998
1943,Papua New Guinea,24.325833333333332
1943,Paraguay,22.92925
1943,Peru,20.01075
1943,Philippines,26.269583333333333
1943,Poland,8.119083333333334
1943,Portugal,15.181
1943,Puerto Rico,25.47458333333333
1943,Qatar,26.622333333333334
1943,Reunion,22.8625
1943,Romania,8.9645
1943,Russia,-4.1145000000000005
1943,Rwanda,19.321833333333334
1943,Saint Barthélemy,26.541833333333333
1943,Saint Kitts And Nevis,25.75808333333333
1943,Saint Lucia,26.631083333333336
1943,Saint Martin,26.541833333333333
1943,Saint Pierre And Miquelon,4.19575
1943,Saint Vincent And The Grenadines,26.81025
1943,Samoa,26.328
1943,San Marino,14.792166666666667
1943,Sao Tome And Principe,25.719583333333333
1943,Saudi Arabia,25.295916666666667
1943,Senegal,27.77291666666667
1943,Serbia,10.564666666666666
1943,Seychelles,26.51991666666667
1943,Sierra Leone,25.925083333333333
1943,Singapore,26.492
1943,Sint Maarten,26.541833333333333
1943,Slovakia,8.032166666666667
1943,Slovenia,10.351833333333333
1943,Solomon Islands,26.52525
1943,Somalia,26.929583333333337
1943,South Africa,16.8795
1943,South America,21.77525
1943,South Georgia And The South Sandwich Isla,2.07875
1943,South Korea,12.094083333333332
1943,Spain,14.208083333333335
1943,Sri Lanka,26.78033333333333
1943,Sudan,26.879
1943,Suriname,26.054833333333335
1943,Svalbard And Jan Mayen,-7.46975
1943,Swaziland,18.607166666666668
1943,Sweden,3.8123333333333336
1943,Switzerland,7.919583333333333
1943,Syria,17.805833333333336
1943,Taiwan,21.914749999999998
1943,Tajikistan,3.81775
1943,Tanzania,22.228083333333334
1943,Thailand,25.924666666666667
1943,Timor Leste,25.847083333333334
1943,Togo,26.892833333333332
1943,Tonga,23.40908333333333
1943,Trinidad And Tobago,26.203500000000002
1943,Tunisia,20.49941666666667
1943,Turkey,11.493333333333332
1943,Turkmenistan,14.047083333333333
1943,Turks And Caicas Islands,26.711916666666667
1943,Uganda,23.129416666666668
1943,Ukraine,7.788916666666666
1943,United Arab Emirates,27.59766666666667
1943,United Kingdom,9.219083333333334
1943,United Kingdom (Europe),9.368583333333333
1943,United States,9.0035
1943,Uruguay,17.779833333333332
1943,Uzbekistan,11.579333333333333
1943,Venezuela,25.055166666666665
1943,Vietnam,23.635166666666667
1943,Virgin Islands,26.248333333333335
1943,Western Sahara,22.18641666666667
1943,Yemen,26.18375
1943,Zambia,21.317583333333335
1943,Zimbabwe,21.104333333333333
1943,Åland,6.9125000000000005
1944,Afghanistan,14.29175
1944,Africa,24.22375
1944,Albania,12.447416666666667
1944,Algeria,22.934166666666666
1944,American Samoa,26.589583333333334
1944,Andorra,11.082583333333332
1944,Angola,22.164083333333334
1944,Anguilla,26.58175
1944,Antigua And Barbuda,26.421750000000003
1944,Argentina,15.364583333333334
